elapsed_s,blackout_elapsed_s,reference_relative_x_m,reference_relative_y_m,reference_speed_mps,raw_relative_x_m,raw_relative_y_m,raw_position_error_m,raw_speed_mps,phase4_v4_relative_x_m,phase4_v4_relative_y_m,phase4_v4_position_error_m,phase4_v4_speed_mps,phase4_v5_relative_x_m,phase4_v5_relative_y_m,phase4_v5_position_error_m,phase4_v5_speed_mps,ekf_relative_x_m,ekf_relative_y_m,ekf_position_error_m,ekf_speed_mps,hybrid_relative_x_m,hybrid_relative_y_m,hybrid_position_error_m,hybrid_speed_mps,ml_speed_measurement_mps,ml_predicted_residual_mps,ml_update_attempted,ml_update_accepted,ml_update_rejected_innovation,ml_update_skipped_ood,ml_normalized_innovation_squared,stationary_update_attempted,stationary_update_accepted,horizontal_position_sigma_m
4850.1,0.0,0.0,0.0,0.036944444444444446,0.0,0.0,0.0,0.017258024253507812,0.0,0.0,0.0,0.00678533619392356,0.0,0.0,0.0,0.006785336193923561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,False,False,4.247448917620848
4850.199,0.09899999999925058,-0.006783526090643033,0.0,0.058055555555555555,0.002263927965007682,-0.0012889158396588412,0.00913880347369578,0.03537173422170101,0.0012850711450217568,0.0005644165780842357,0.008088314251127599,0.02156936597453313,0.0012850720486408125,0.0005642531145248592,0.008088303747418597,0.021568055941197917,0.0007377191328804863,0.0003247697075576423,0.007528253786591047,0.0,0.0007377191328804863,0.0003247697075576423,0.007528253786591047,0.0,0.0,0.0,False,False,False,False,0.0,False,False,4.261476974316573
4850.3,0.1999999999998181,-0.02035057827193043,0.011119508153296875,0.11888888888888888,0.006143371792750274,-0.00381832374403669,0.030414934026277138,0.056425202529820424,0.0040497541873766715,0.0017701945330168612,0.02613017201043784,0.03815716252854209,0.0040495333233939645,0.0017712489831602702,0.026129588503769573,0.038164055748243955,0.0015068197506896725,0.0006623189215241566,0.024230118756381293,0.0,0.0015068197506896725,0.0006623189215241566,0.024230118756381293,0.0,0.0,0.0,False,False,False,False,0.0,False,False,4.2852187518715565
4850.399,0.29899999999997817,-0.04070115652879913,0.0222390155165052,0.1388888888888889,0.012203352657192003,-0.007652545855908704,0.06076506013731417,0.08855505582964265,0.008552739099849108,0.003716660569117319,0.05262151525179409,0.060947410708353744,0.008551840018598903,0.003720957320868145,0.05261916141706369,0.06095395774856416,0.0028372619850571277,0.001240506185831321,0.048337679720877165,0.0,0.0028372619850571277,0.001240506185831321,0.048337679720877165,0.0,0.0,0.0,False,False,False,False,0.0,False,False,4.317608710583995
4850.499,0.3989999999994325,-0.054268208710086085,0.03335852445989079,0.1738888888888889,0.02141013096242054,-0.012654958086368507,0.08856890917033018,0.12110122643136147,0.015384624275453358,0.0066344281103097235,0.07460358214330692,0.08763038469900472,0.015381103381577879,0.0066477424248172386,0.07459552635223654,0.08764638437826222,0.003932809212261343,0.0017124787523942996,0.06624825051364272,0.0,0.003932809212261343,0.0017124787523942996,0.06624825051364272,0.0,0.0,0.0,False,False,False,False,0.0,False,False,4.359313159302813
4850.599,0.4989999999997963,-0.07461878696695434,0.0555975391863075,0.22305555555555553,0.03329501285724342,-0.01845919942391849,0.1308808187859488,0.1434626649094616,0.024544549871358134,0.010498774377198242,0.10893698160044629,0.11120401168223705,0.02453393032559756,0.010533916335549164,0.10891276991671872,0.11122723409416313,0.005007066963372868,0.00216849392728919,0.09589024711316596,0.0,0.005007066963372868,0.00216849392728919,0.09589024711316596,0.0,0.0,0.0,False,False,False,False,0.0,False,False,4.409826699005864
4850.699,0.5989999999992506,-0.10175289131446652,0.06671704812969304,0.2361111111111111,0.04757829681892859,-0.02517407302366368,0.1753390484066579,0.17219647298436833,0.035971902142498305,0.015248778732262627,0.14702755349773758,0.13630233431048056,0.03594646264206296,0.015326367400120567,0.14697657686139803,0.13633236112301686,0.006247627207697406,0.0026893006516170125,0.12555343264193355,0.0,0.006247627207697406,0.0026893006516170125,0.12555343264193355,0.0,0.0,0.0,False,False,False,False,0.0,False,False,4.468887677199844
4850.799,0.6989999999996144,-0.12888699566197825,0.07783655628298997,0.24388888888888888,0.06472060789554362,-0.03318196691302414,0.22317933741256263,0.20621438575671297,0.049928577989956334,0.020942498873470966,0.18764845629257942,0.1651672906445981,0.04987710130550394,0.02109365866359042,0.18755361578717972,0.1652142357413357,0.007678877776472852,0.0032793997453621675,0.15559243998017186,0.0,0.007678877776472852,0.0032793997453621675,0.15559243998017186,0.0,0.0,0.0,False,False,False,False,0.0,False,False,4.53619983167116
4850.9,0.7999999999992724,-0.15602110000949043,0.10007557258958388,0.2538888888888889,0.0856201309110003,-0.04283463199733325,0.2807379757992218,0.24964696885240384,0.0670971001703228,0.027793034221299782,0.23453463838938945,0.2008716527947256,0.06700776999400189,0.028052056753863137,0.2343699291470068,0.20092666234533887,0.009569020022079773,0.0040437460862491744,0.191421523224627,0.0,0.009569020022079773,0.0040437460862491744,0.191421523224627,0.0,0.0,0.0,False,False,False,False,0.0,False,False,4.612234455379238
4851.0,0.8999999999996362,-0.18993873043258347,0.12231458731600059,0.2780555555555555,0.1095192964173649,-0.05418316486732532,0.3476011599097896,0.27952526212934187,0.08735522005038408,0.035660960054684936,0.2905181338436441,0.2337810985292459,0.08722004505349636,0.03605197760489264,0.29027267295271547,0.23383610530183144,0.010788220486671664,0.004524864291425696,0.23273531677755124,0.0,0.010788220486671664,0.004524864291425696,0.23273531677755124,0.0,0.0,0.0,False,False,False,False,0.0,False,False,4.69514239321156
